GHGRP ID No. / No d'identification du PDGES,reference_year,facility_name,facility_location,municipality,province,postal_code,Latitude,Longitude,NAICS_code_description,company_legal_name,company_trade_name,total_emissions_tonnes_CO2e
G10338,2007,North Tangleflags Facility,,N/A,Saskatchewan,,53.5051,-109.5716,Non-Conventional Oil Extraction,Canadian Natural Resources Limited,Canadian Natural Resources Limited,125301.0831
G10341,2007,Poplar Hill Generating Station,,Grande Prairie,Alberta,,55.3292,-119.233,Fossil-Fuel Electric Power Generation,ATCO Power Alberta Limited Partnership,ATCO Power,17552.67939
G10342,2007,Prince George Pulp and Paper and Intercontinental Pulp Mills,2789 Prince George Pulp Mill Road,Prince George,British Columbia,V2N 2K3,53.92282,-122.6906,Chemical Pulp Mills,Canforpulp Limited Partnership,Prince George Pulp and Paper Mills,111203.2005
G10343,2007,Ridge Landfill,20262 Erieau Road,Blenheim,Ontario,N0P 1A0,42.314,-82.0557,Waste Treatment and Disposal,BFI Canada Inc.,BFI Canada Inc.,426750
G10344,2007,Ste Sophie Landfill,2535 1ere Street,Sainte Sophie,Quebec,J5J 2R7,45.7846,-73.906,Waste Treatment and Disposal,Waste Management of Canada Corporation,Waste Management of Canada Corporation,237618.75
G10345,2007,Sturgeon Generating Station,"Section 6, Township 69, Range 21, West 5th Meridian",VALLEYVIEW,Alberta,T0H3N0,,,Fossil-Fuel Electric Power Generation,Alberta Power (2000) Ltd.,ATCO Power,1156.097844
G10346,2007,Terasen Gas,16705 Fraser Highway,Surrey,British Columbia,V4N 0E8,49.14944,-122.75806,Natural Gas Distribution,Terasen Gas Inc.,Terasen Gas,101787.6162
G10348,2007,Trail Road Landfill Facility,4475 Trail Road,Ottawa,Ontario,K0A 2Z0,45.2342,-75.7612,Waste Treatment and Disposal,Dillon Consulting Limited,Dillon Consulting Limited,203975.0336
G10349,2007,Valleyview Generating Station,Box 64,Valleyview,Alberta,T0H 3N0,54.9364,-117.229,Fossil-Fuel Electric Power Generation,ATCO Power Alberta Limited Partnership,ATCO Power,2579.47329
G10350,2007,Wabush Mines - Scully,10 Commercial Street,WABUSH,Newfoundland and Labrador,A0R1B0,52.88682,-66.86054,Iron Ore Mining,Wabush Mines,Wabush Mines,120613.7258
G10353,2007,Weyburn Oil Battery,,Weyburn,Saskatchewan,,49.4711,-103.7061,Conventional Oil and Gas Extraction,EnCana Corporation,EnCana Corporation,508858.1517
G10354,2007,White Rose FPSO,Suite 107 351 Water Street,St John's,Newfoundland and Labrador,A1C 1C2,46.7215,-48.1341,Conventional Oil and Gas Extraction,Husky Oil Operations Limited,Husky Oil Operations Limited,645629.2417
G10355,2007,AV Nackawic,103 Pinder Road,Nackawic,New Brunswick,E6G 1W4,46.0111,-67.2265,Chemical Pulp Mills,AV Nackawic Inc.,AV Nackawic Inc.,130974.4
G10356,2007,Balzac Power Station,260219 Rge Rd 291,Rocky View County,Alberta,T4A 3L4,51.1894,-113.9378,Fossil-Fuel Electric Power Generation,Nexen Inc.,Nexen Inc.,119099.04
G10357,2007,Becancour Power Plant,7005 Raoul-Duchesne Boulevard,Bécancour,Quebec,G9H 4X6,46.36803,-72.40502,Fossil-Fuel Electric Power Generation,TransCanada Energy Ltd.,TransCanada Energy Ltd.,1686899.659
G10358,2007,City of Guelph - Eastview Landfill,186 Eastview Road,Guelph,Ontario,N1E 1Z6,43.5742,-80.2323,Waste Treatment and Disposal,Corporation of the City of Guelph,Corporation of the City of Guelph,68750
G10359,2007,Coal Valley Mine,40 South Highway,Edson,Alberta,T7E 1W1,53.0892,-116.8059,Bituminous Coal Mining,Coal Valley Resources Inc.,Coal Valley Mine,160361.5102
G10360,2007,"Air Products, Corunna Hydrogen Facility",150 St. Clair Parkway Parkway,Corunna,Ontario,N0N 1G0,42.9011,-82.4461,Industrial Gas Manufacturing,"Air Products Canada, Ltd","Air Products Canada, Ltd",357560.298
G10361,2007,Edmonton-1 Hydrogen Facility,0 720 Petroleum Way Way,Edmonton,Alberta,T6S 1H5,53.5594,-113.3472,Industrial Gas Manufacturing,Air Products Canada Ltd,Air Products Canada Ltd,477407.148
G10364,2007,Essex County Landfill No. 3,914 County 25 (East Puce Road) Road,Lakeshore,Ontario,N8M 2X7,42.2556,-82.7795,Waste Treatment and Disposal,Essex-Windsor Solid Waste Authority,EWSWA,208828.5973
G10365,2007,Essex County Regional Landfill,7700 County 18 Road,Essex,Ontario,N0R 1B0,42.0879,-82.8725,Waste Treatment and Disposal,Essex-Windsor Solid Waste Authority,EWSWA,133295.7689
G10366,2007,Greater Toronto Airports Authority,3111 Convair Drive,Mississauga,Ontario,L5P 1B2,43.6682,-79.5984,Other Support Activities for Air Transportation,Greater Toronto Airports Authority,Greater Toronto Airports Authority,126026.9632
G10371,2007,Olds Gas Plant,,N/A,Alberta,T2P 0S2,51.74229,-114.13455,Conventional Oil and Gas Extraction,Pengrowth Corporation,Pengrowth Corporation,121376.648
G10374,2007,Neucel Specialty Cellulose,300 Marine Drive,PORT ALICE,British Columbia,V0N2N0,50.23,-127.26,Chemical Pulp Mills,Neucel Specialty Cellulose,Neucel Specialty Cellulose,163256.78
G10375,2007,Prentiss Manufacturing Facility,Hwy 597 and Prentiss Road,Lacombe County,Alberta,T4L 2N4,52.3874,-113.6005,Petrochemical Manufacturing,Dow Chemical Canada Inc.,Dow,44450.91993
G10376,2007,Region of Peel - Britannia Sanitary Landfill Site,5700 Terry Fox Way,Mississauga,Ontario,L5M 2G6,43.6034,-79.6967,Waste Treatment and Disposal,Region of Peel - Britannia Sanitary Landfill Site,Region of Peel - Britannia Sanitary Landfill Site,385000
G10377,2007,Sierra Gas Plant,,FORT NELSON,British Columbia,V0C1R0,,,Conventional Oil and Gas Extraction,ExxonMobil Canada Ltd,ExxonMobil Canada Ltd.,89545.30149
G10378,2007,Terasen Gas Vancouver Island,16705 Fraser Highway,SURREY,British Columbia,V4N0E8,49.1494,-122.758,Natural Gas Distribution,Terasen Gas (Vancouver Island) Inc.,Terasen Gas Vancouver Island,75866.53282
G10379,2007,Transfer Station No. 2,2021 County 31 Road,Kingsville,Ontario,N8H 3V5,42.05698,-82.64378,Waste Collection,Essex-Windsor Solid Waste Authority,EWSWA,26125
G10380,2007,Bear Creek Power Plant,,Grande Prairie,Alberta,T8V 3A9,55.17221,-118.83111,Fossil-Fuel Electric Power Generation,TransCanada Energy Ltd.,TransCanada Energy Ltd.,75515.88906
G10381,2007,Diavik Diamond Mine,Suite 300 5201 50 Avenue,Yellowknife,Northwest Territories,X1A 2P8,64.4951,-110.2832,Diamond Mining,Diavik Diamond Mines Inc.,Diavik Diamond Mines Inc.,198748.398
G10382,2007,GenAlta Recycling Inc.,9301 34th Street,Edmonton,Alberta,T6B 2X6,53.5277,-113.3926,All Other Miscellaneous Manufacturing,General Scrap Partnership,General Scrap Partnership,617.369995
G10383,2007,General Scrap,135 Bismarck Street,Sunnyside,Manitoba,R5R 0H6,49.9273,-97.0168,All Other Miscellaneous Manufacturing,General Scrap Partnership,General Scrap Partnership,1538.800049
G10384,2007,Goldboro Gas Plant,500 Sable Road,GOLDBORO,Nova Scotia,B0H1L0,45.17351,-61.61446,Conventional Oil and Gas Extraction,ExxonMobil Canada Properties,ExxonMobil Canada Properties,118883.2871
G10385,2007,Highland Valley Copper,97C Highway,Logan Lake,British Columbia,V0K 1W0,50.47235,-121.02132,Copper-Zinc Ore Mining,Highland Valley Copper,Highland Valley Copper,115940.5
G10386,2007,Irving Pulp & Paper Ltd.,408 Mill Street West,Saint John,New Brunswick,E2M 3H1,45.262,-66.0924,Chemical Pulp Mills,Irving Pulp & Paper Ltd.,Irving Pulp & Paper Ltd.,99886.45156
G10387,2007,Lakehead Scrap Metal,305 106th Street,Thunder Bay,Ontario,P7E0A3,48.3742,-89.2437,All Other Miscellaneous Manufacturing,General Scrap Partnership,General Scrap Partnership,766.409973
G10388,2007,Line Creek Operations,0  15km North Highway 43 Highway,Sparwood,British Columbia,V0B 2G0,49.952,-114.756,Bituminous Coal Mining,Elk Valley Coal Corporation,Elk Valley Coal Corporation,115119.4
G10389,2007,Lloydminster Ethanol Plant,"Highway 16 East, Upgrader Road",Lloydminster,Saskatchewan,S9V 1M6,53.25905,-109.95288,Other Basic Organic Chemical Manufacturing,Husky Oil Operations Ltd,Husky Oil Operations Ltd,29264.076
G10390,2007,Long Lake Project,881  Highway,Anzac,Alberta,T0P 1J0,56.4117,-110.9376,Non-Conventional Oil Extraction,Nexen Inc./Opti Canada Inc.,Long Lake Project,134928.3061
G10391,2007,Mazeppa Sour Gas Plant,,HIGH RIVER,Alberta,T1V1M7,50.6467,-113.776,Conventional Oil and Gas Extraction,Mazeppa Processing Partnership,Mazeppa Processing Partnership,87750.00077
G10392,2007,Navajo Metals,5857 12th Street Southeast,Calgary,Alberta,T2H 2G7,51.0867,-114.0088,All Other Miscellaneous Manufacturing,General Scrap Partnership,General Scrap Partnership,1388.649976
G10393,2007,Thebaud Platform,,Offshore,Nova Scotia,B3J 3M8,43.0119,-59.9833,Conventional Oil and Gas Extraction,ExxonMobil Canada Properties,ExxonMobil Canada Properties,152577.597
G10394,2007,Tucker Thermal,0,Bonneville,Alberta,t9n 2g7,54.345,-110.3323,Non-Conventional Oil Extraction,Husky Oil Operations Ltd,Husky Oil Operations Ltd,250197.05
G10395,2007,Umicore Autocat Corp,4261 Mainway Drive North,BURLINGTON,Ontario,L7R3Y8,43.3798,-79.7886,All Other Miscellaneous Chemical Product Manufacturing,Umicore Autocat Corp,Umicore Autocat Corp,2437.385049
G10396,2007,Varennes Plant,3300 Marie-Victorin Boulevard,VARENNES,Quebec,J3X1P7,,,Other Basic Organic Chemical Manufacturing,Greenfield Ethanol Inc.,Greenfield Ethanol Inc.,45832.637
G10397,2007,Wheat City Metals,2881 Pasqua Street North,Regina,Saskatchewan,S4P3B1,50.5223,-104.64,All Other Miscellaneous Manufacturing,General Scrap Partnership,General Scrap Partnership,1409.589985
G10398,2007,Xstrata Nickel Sudbury Smelter,2 Longyear Drive,Falconbridge,Ontario,P0M 1S0,46.5775,-80.8042,Non-Ferrous Metal (except Aluminum) Smelting and Refining,Xstrata Canada Corporation,Sudbury Smelter,104159.463
G10399,2007,Brule Mine,7 Blind Creek Forest Service Road,Chetwynd,British Columbia,V0C 1J0,55.3658,-121.7628,Bituminous Coal Mining,Western Canadian Coal Corp.,Western Canadian Coal Corp.,58710.98
G10400,2007,Wolverine Group- Perry Creek Mine,17 Wolverine Forestry Services Road,Tumbler Ridge,British Columbia,V0C 2W0,55.06111,-121.25333,Bituminous Coal Mining,Western Canadian Coal Corp.,Western Canadian Coal Corp.,148132.4
G11730,2007,Usine Vaudreuil,1955 Mellon Boulevard,Jonquière,Quebec,G7S 4L2,48.4257,-71.1718,Primary Production of Alumina and Aluminum,Rio Tinto Alcan,Usine Vaudreuil,706289.566
G10001,2006,"Abitibi Consolidated, Division Alma",1100 Melanion Street,Alma,Quebec,G8B 5W2,48.565,-71.65556,Mechanical Pulp Mills,"Abitibi-Consolidated du Canada, Division Alma",Abitibi-Consolidated Inc.,110174.487
G10002,2006,Aciérie - Complexe de Contrecoeur,0 3900 Route des Aciéries,CONTRECOEUR,Quebec,J0L1C0,45.82055,-73.26362,Iron and Steel Mills and Ferro-Alloy Manufacturing,Mittal Canada Inc.,Mittal Canada Inc.,158401.1885
G10003,2006,"Foothills Pipeline System, Alberta",,Airdrie,Alberta,T4A 2G7,,,Pipeline Transportation of Natural Gas,Foothills Pipe Lines Ltd.,Foothills Pipe Lines Ltd.,280035.7493
G10004,2006,NPIF Kingston CoGen Corp (formerly AES Kingston ULC),5146 Taylor-Kidd Boulevard,Bath,Ontario,K0H 1G0,44.2095,-76.7246,Fossil-Fuel Electric Power Generation,Kingston Cogen Limited Partnership,Kingston Cogen,236518.1693
G10005,2006,AFG Industries Ltée,250 rue de Copenhague,ST-AUGUSTIN-DE-DESMAURES,Quebec,G3A2H3,,,Glass Manufacturing,AFG Industries ltée,AFG Industries Ltée,100271
G10006,2006,Agrium Redwater Fertilizer Operation,56225 SH643,Sturgeon County,Alberta,T0A 2W0,53.842,-113.093,Chemical Fertilizer (except Potash) Manufacturing,Agrium Inc.,Agrium Inc.,1119296.33
G10007,2006,Alberta Envirofuels Inc.,9511 17 Street Northwest,Edmonton,Alberta,T6P 1Y3,53.53199,-113.36492,Other Basic Organic Chemical Manufacturing,Alberta Envirofuels Inc.,Alberta Envirofuels Inc.,340292.2
G10008,2006,Alberta Pipeline System,200 425 1st Street Southwest,Calgary,Alberta,T2P 3L8,51.049,-114.067,Pipeline Transportation of Natural Gas,Alliance Pipeline Ltd.,Alliance Pipeline Ltd.,606647.5537
G10009,2006,Alberta-Pacific Forest Industries Inc. Pulp Mill,,County of Athabasca,Alberta,T0A 0M0,54.92312,-112.86187,Chemical Pulp Mills,Alberta-Pacific Forest Industries Inc. acting as a,Alberta-Pacific Forest Industries Inc.,99585.4362
G10010,2006,Alcan Inc - Kitimat works,1 Smeltersite Road,Kitimat,British Columbia,V8C 2H2,54.00286,-128.69531,Primary Production of Alumina and Aluminum,Alcan Inc 1188 Sherbrooke Ouest Montreal H3A3G2,Alcan Primary Metal-British Columbia,1129757.212
G10011,2006,Algoma Steel Inc,105 West Street North,Sault Ste. Marie,Ontario,P6A 7B4,46.5217,-84.3637,Iron and Steel Mills and Ferro-Alloy Manufacturing,Algoma Steel Inc,Algoma Steel Inc,3818929.132
G10012,2006,Aluminerie Alouette inc.,400 Chemin de de la Pointe-Noire,Sept-Îles,Quebec,G4R 5M9,50.1583,-66.4416,Primary Production of Alumina and Aluminum,Aluminerie Alouette inc.,Aluminerie Alouette inc.,1027118.052
G10013,2006,Aluminerie de Baie-Comeau,0 100 Maritime Route,Baie-Comeau,Quebec,G4Z 2L6,49.2583,-68.1461,Primary Production of Alumina and Aluminum,Alcoa Limitée,Alcoa Limitée,1932213.177
G10014,2006,Aluminerie de Bécancour,5555 Pierre Thibault,Bécancour,Quebec,G9H 2T7,46.3829,-72.3874,Primary Production of Alumina and Aluminum,Aluminerie de Bécancour inc.,Aluminerie de Bécancour inc,707350.447
G10015,2006,ATCO Pipelines,7210 42 Street Northwest,Edmonton,Alberta,T6B 3H1,53.509,-113.4088,Pipeline Transportation of Natural Gas,ATCO Gas and Pipelines Ltd.,ATCO Pipelines,274872.5995
G10016,2006,Atikokan Generating Station,15202 622 Highway,Atikokan,Ontario,P0T 1C0,48.8361,-91.5656,Fossil-Fuel Electric Power Generation,Ontario Power Generation Inc.,Ontario Power Generation Inc.,851071.2
G10017,2006,Balzac Gas Processing Plant,RR3 Site 17 Comp 16,ROCKY VIEW COUNTY,Alberta,T4A0P7,51.191,-113.944,Conventional Oil and Gas Extraction,Nexen Inc.,Nexen Inc.,247154.0405
G10018,2006,Battle River Generating Station,,Forestburg,Alberta,,52.5647,-112.1414,Fossil-Fuel Electric Power Generation,Alberta Power (2000) Ltd.,ATCO Power,5281651.399
G10019,2006,Bayer CropScience Inc. Formulation Facility,295 Entrain Henderson,REGINA,Saskatchewan,S4N6C2,50.4734,-104.561,Pesticide and Other Agricultural Chemical Manufacturing,Bayer CropScience Inc.,Bayer Inc.,2213.293
G10020,2006,Bayside Power,0 509 Bayside Drive,Saint John,New Brunswick,E2J 1B4,45.2753,-66.0269,Fossil-Fuel Electric Power Generation,Bayside Power L.P.,Bayside Power L.P.,721752.7994
G10021,2006,Bedford,1015 de la Carriere Road,Bedford,Quebec,J0J 1A0,45.1123,-73.0129,Lime Manufacturing,Graymont (QC) Inc.,Graymont (QC) Inc.,500126.9169
G10022,2006,Belledune Generating Station,1558 Main Street,Belledune,New Brunswick,E8G 2M3,47.9058,-65.867,Fossil-Fuel Electric Power Generation,NB Power Generation Corporation,Belledune Generating Station,2893404
G10023,2006,Bonnie Glen Gas Plant,4-17-47-27W4M,THORSBY,Alberta,T0C2P0,,,Conventional Oil and Gas Extraction,Imperial Oil Resources,Imperial Oil Resources,350813.6879
G10024,2006,Boundary Dam Power Station,,Estevan,Saskatchewan,S4A 2A6,49.09606,-103.0305,Fossil-Fuel Electric Power Generation,Saskatchewan Power Corporation,SaskPower,6870875
G10025,2006,Bowater - Thunder Bay Operations,2001 Neebing Avenue,Thunder Bay,Ontario,P7E 6S3,48.3486,-89.3067,Chemical Pulp Mills,Bowater Canadian Forest Products Inc.,Bowater Canadian Forest Products Inc.,163298.3427
G10026,2006,Brady Road Landfill,1901 Brady Road,Winnipeg,Manitoba,R3Y 1T1,49.7583,-97.2004,Waste Treatment and Disposal,"City of Winnipeg, Water & Waste Department",Water & Waste Department,325500
G10027,2006,Brampton Assembly Plant,2000 Williams Parkway East,Brampton,Ontario,L6S 6B3,43.7512,-79.7168,Automobile and Light-Duty Motor Vehicle Manufacturing,DaimlerChrysler Canada Inc.,DaimlerChrysler,97469.20354
G10028,2006,Brandon Generating Station,3305 Victoria Avenue East,Brandon,Manitoba,R7A 7J8,49.8449,-99.8896,Fossil-Fuel Electric Power Generation,Manitoba Hydro,Manitoba Hydro,390003.198
G10029,2006,Brazeau Gas Plant,,Drayton Valley,Alberta,,53.1812,-115.7625,Conventional Oil and Gas Extraction,Petro-Canada Oil & Gas,Petro-Canada Oil & Gas,148108.3027
G10030,2006,Brazeau GP,,Drayton Valley,Alberta,T7A 1S5,52.94707,-115.9026,Conventional Oil and Gas Extraction,Keyera Energy,Keyera Energy,99857.29964
G10031,2006,Brighton Beach Power,100 Broadway Street,Windsor,Ontario,N9C 4J3,42.2798,-83.0946,Fossil-Fuel Electric Power Generation,Brighton Beach Power L.P.,Brighton Beach Power L.P.,353489
G10032,2006,Brock West Landfill,1390 3rd Concession,Pickering,Ontario,L1X 2R4,43.8685,-79.10054,Waste Treatment and Disposal,City of Toronto,City of Toronto,111189.7949
G10033,2006,Brookfield Plant,87 Cement Plant Road,Brookfield,Nova Scotia,B0N 1C0,45.2393,-63.3347,Cement Manufacturing,Lafarge Canada Inc.,Lafarge North America,300813
G10034,2006,Brooklyn Energy Centre,65 Bowater Mersey Hauling Road,BROOKLYN,Nova Scotia,B0J1H0,,,Other Electric Power Generation,Brooklyn Power Corporation,Brooklyn Power Corporation,16699.203
G10035,2006,Xstrata Zinc - Brunswick Smelter,692 Main Street,Belledune,New Brunswick,E8G 2M1,47.8992,-65.8339,Non-Ferrous Metal (except Aluminum) Smelting and Refining,Xstrata Canada Corporation,Xstrata,171798.55
G10036,2006,Burnaby Refinery,355 Willingdon Avenue North,Burnaby,British Columbia,V5C 1X4,49.29444,-122.98888,Petroleum Refineries,Chevron Canada Limited,Chevron Canada Limited,466125
G10037,2006,Burrard Generating Station,1 Thermal Plant Road,Port Moody,British Columbia,V3H 3C8,49.29879,-122.89059,Fossil-Fuel Electric Power Generation,British Columbia Hydro and Power Authority,BC Hydro,351547.5401
G10038,2006,"TransCanada Pipeline System, Saskatchewan",0,Burstall,Saskatchewan,S0N 0H0,,,Pipeline Transportation of Natural Gas,TransCanada PipeLines Ltd.,TransCanada PipeLines Ltd.,1268103.84
G10039,2006,Cabot Canada Limited,800 Tashmoo Avenue,Sarnia,Ontario,N7T 7N4,42.9437,-82.4153,All Other Basic Inorganic Chemical Manufacturing,Cabot Canada Limited,Cabot Canada Limited,235083.0992
G10040,2006,Calgary Energy Center,14417 68 Street Northeast,Calgary,Alberta,T3N 1C6,51.18058,-113.9366,Fossil-Fuel Electric Power Generation,Calgary Energy Centre,Calgary Energy Centre,366156.252
G10041,2006,Calpine Canada - Island Cogeneration,4400 Orange Point Road,Campbell River,British Columbia,V9W 4Z3,50.069,-125.282,Fossil-Fuel Electric Power Generation,Calpine Canada,Calpine Canada,434426
G10043,2006,Carmeuse Lime (Canada) Ltd Northern,17 Highway 17 Highway East,Blind River,Ontario,P0R 1B0,46.1982,-82.6989,Lime Manufacturing,Carmeuse Lime (Canada) Limited,Dundas Facility,190281.6721
G10044,2006,Canadian Fertilizers Limited,1250 52 Street Northwest,Medicine Hat,Alberta,T1A 7R9,50.09071,-110.71901,Chemical Fertilizer (except Potash) Manufacturing,Canadian Fertilizers Limited,Canadian Fertilizers Limited,1658692.47
G10045,2006,Cancarb Ltd.,1702 Brier Park Crescent Northwest,Medicine Hat,Alberta,T1C 1T9,50.0582,-110.7282,All Other Basic Inorganic Chemical Manufacturing,Cancarb Ltd.,Cancarb Ltd.,127578.5609
G10046,2006,"TransCanada Pipeline System, Alberta",,Fairview,Alberta,T0H 1L0,,,Pipeline Transportation of Natural Gas,Nova Gas Transmission Ltd.,Nova Gas Transmission Ltd.,2388033.459
G10047,2006,Cardinal Power,170 Henry Street,Cardinal,Ontario,K0E 1E0,44.7846,-75.3773,Fossil-Fuel Electric Power Generation,"Cardinal Power of Canada, L.P.",Cardinal Power,469193.6512
G10048,2006,Cariboo Pulp and Paper,50 North Star Road,Quesnel,British Columbia,V2J 3J6,52.998,-122.483,Chemical Pulp Mills,West Fraser Mills Ltd,Cariboo Pulp and Paper Company,105292.2019
G10049,2006,Caribou North Compressor Station,0,Bonnyville,Alberta,T9N 2H4,55.0473,-110.5778,Conventional Oil and Gas Extraction,EnCana Corporation,EnCana Corporation,105269.778
G10050,2006,Carmeuse Dundas(Flamborough) Facility,600 highway # 5 Highway West,Dundas,Ontario,L9H 3S9,43.3521,-79.8679,Lime Manufacturing,Carmeuse Lime (Canada) Limited,Dundas Facility,562939.2555
G10051,2006,"Carmeuse Lime (Canada) limited, Beachville Operation",374681 Oxford County 6 Road,Ingersoll,Ontario,N5C 3K5,43.0687,-80.858,Lime Manufacturing,carmeuse lime (canada) limited,carmeuse lime (canada) limited,599434.672
G10052,2006,Carol Project,1 2 Avalon Drive,Labrador City,Newfoundland and Labrador,A2V 2V6,52.952,-66.9002,Iron Ore Mining,Iron Ore Company of Canada,Iron Ore Company of Canada,1086316.917
G10053,2006,Carseland Nitrogen Operations,265009 221 Township Road,Wheatland County,Alberta,,50.84620698,-113.5872876,Chemical Fertilizer (except Potash) Manufacturing,Agrium Inc,Agrium,553291.277
G10054,2006,"Carseland Power Plant, Alberta",0,Carseland,Alberta,T0J 0M0,50.90123,-113.39283,Fossil-Fuel Electric Power Generation,TransCanada Energy Ltd.,TransCanada Energy Ltd.,333685.0967
G10055,2006,Carseland Works,264077 221 TWP RD,Carseland,Alberta,T0J 0M0,50.8467,-113.58117,Chemical Fertilizer (except Potash) Manufacturing,Orica Canada Inc,Orica Canada Inc,701674
G10056,2006,Carstairs - Crossfield Gas Plant,LSD 3-3-30-2W5M 10 kms west of Hwy 2A on Hwy 580,CARSTAIRS,Alberta,T0H0M0,,,Conventional Oil and Gas Extraction,Bonavista Petroleum Ltd.,Bonavista Petroleum Ltd.,102172.1615
G10057,2006,Casco Inc. - London Plant,1100 Green Valley Road,London,Ontario,N6N 1E3,42.9217,-81.19,Wet Corn Milling,Canada Starch Operating Company Inc.,Casco Inc.,126183.7299
G10058,2006,Cavalier Power Plant,0,Strathmore,Alberta,T1P 1K3,51.0056,-113.1716,Fossil-Fuel Electric Power Generation,EnCana Corporation,EnCana Corporation,186668.0475
G10059,2006,Cavendish Farms,25532 #2 Highway,New Annan,Prince Edward Island,C1N 4J9,46.4222,-63.68,Frozen Food Manufacturing,Cavendish Farms Corporation,Cavendish Farms Corporation,99608.36281
G10060,2006,CCRL/NEI Refinery-Upgrader Complex,550 East 9th Avenue North,Regina,Saskatchewan,S4P 3A1,50.4843,-104.5818,Petroleum Refineries,Consumers' Co-operative Refineries Limited,Consumers' Co-operative Refineries Limited,1565657.56
G10061,2006,"Centrale de Cap-aux Meules, Îles-de-la-Madeleine",1034 de la Vernière Road,"Cap-aux-Meules, Îles-de-la-Madeleine",Quebec,G4T 1R3,47.3743,-61.8858,Fossil-Fuel Electric Power Generation,Hydro-Québec,Hydro-Québec,122038
G10062,2006,Centrale de cogénération de Kingsey Falls,36 Lajeunesse Street,KINGSEY FALLS,Quebec,J0A1B0,,,Fossil-Fuel Electric Power Generation,Boralex Énergie inc.,Boralex Énergie inc.,139786.1794
G10064,2006,Chimie ParaChem s.e.c,3500 Broadway Street,Montréal-Est,Quebec,H1B 5B4,45.6324,-73.5244,Petrochemical Manufacturing,Chimie ParaChem s.e.c,Chimie ParaChem s.e.c,255646.3921
G10065,2006,Christina Lake SAGD Bitumen Battery,0,Lac La Biche,Alberta,T0P 1J0,55.5827,-110.8888,Non-Conventional Oil Extraction,FCCL Oil Sands Partnership,FCCL Oil Sands Partnership,113560.1178
G10066,2006,Cimenterie de Saint-Basile,145 du Centenaire Boulevard,Saint-Basile,Quebec,G0A 3G0,46.7447,-71.8126,Cement Manufacturing,Ciment Québec Inc.,Ciment Québec Inc.,867718
G10067,2006,Cimenterie de St-Constant,1 Lafarge Road,Saint-Constant,Quebec,J5A 2G4,45.3401,-73.52367,Cement Manufacturing,LAFARGE CANADA INC.,LAFARGE CANADA INC.,788174
G10068,2006,"CITY OF MEDICINE HAT, ELECTRIC UTILITY - GENERATION",1502 Powerhouse Road,Medicine Hat,Alberta,T1A 8E6,50.04092,-110.7219,Fossil-Fuel Electric Power Generation,CITY OF MEDICINE HAT,CITY OF MEDICINE HAT,272702.2125
G10070,2006,Coal Mountain Operations,0 2261 Corbin Road,Sparwood,British Columbia,V0B 2G0,49.50941,-114.65158,Bituminous Coal Mining,Elk Valley Coal Corporation,Elk Valley Coal Corporation,106970
G10071,2006,Cochrane Extraction Plant,262145 Range Road 43,Cochrane,Alberta,T4C 1A4,51.2225,-114.4956,Conventional Oil and Gas Extraction,Inter Pipeline Extraction Ltd.,Inter Pipeline Extraction Ltd.,334203.0075
G10072,2006,Cochrane Generating Station,506 4th Street East,COCHRANE,Ontario,P0L1C0,49.0625,-81.0136,Fossil-Fuel Electric Power Generation,Northland Power Inc.,Northland Power Inc.,103070.6
G10073,2006,Cold Lake,,Grande Centre,Alberta,T0A 1T0,54.59702,-110.39972,Non-Conventional Oil Extraction,Imperial Oil Resources,Imperial Oil Resources,4621301.401
G10074,2006,Coleson Cove Generating Station,4077 King William Road,Saint John,New Brunswick,E2M 7T7,45.1534,-66.2025,Fossil-Fuel Electric Power Generation,NB Power Coleson Cove Corporation,Coleson Cove Generating Station,1037629
G10075,2006,Greenfield Ethanol Inc. - Chatham Facility,275 Bloomfield Road,Chatham,Ontario,N7M 5J5,42.3839,-82.2218,Other Basic Organic Chemical Manufacturing,Greenfield Ethanol Inc.,Greenfield Ethanol Inc.,126113.136
G10076,2006,Complexe métallurgique de Sorel-Tracy,1625 Marie-Victorin,Sorel-Tracy,Quebec,J3R 1M6,46.0475,-73.13778,Iron and Steel Mills and Ferro-Alloy Manufacturing,QIT - Fer et Titane Inc.,QIT - Fer et Titane Inc.,1095944.758
G10077,2006,Copper Cliff Nickel Refinery,175 Industrial Road,Copper Cliff,Ontario,P0M 1N0,46.4452,-81.0846,Non-Ferrous Metal (except Aluminum) Smelting and Refining,Vale Inco Limited,Vale Inco Limited,104449.347
G10078,2006,Copper Cliff Smelter,18 Rink Street,Copper Cliff,Ontario,P0M 1N0,46.4786,-81.0553,Non-Ferrous Metal (except Aluminum) Smelting and Refining,Vale Inco Limited,Vale Inco Limited,250428.5528
G10079,2006,Corner Brook Pulp and Paper Ltd.,1 Mill Road,Corner Brook,Newfoundland and Labrador,A2H 6J4,48.9552,-57.9485,Newsprint Mills,Corner Brook Pulp and Paper Ltd.,Corner Brook Pulp and Paper Ltd,121334.7284
G10080,2006,Cory Cogeneration Station,,Saskatoon,Saskatchewan,S7K 3K1,52.0919,-106.8475,Fossil-Fuel Electric Power Generation,ATCO Power Canada Ltd.,ATCO Power,502262.0902
G10081,2006,Courtenay Bay Generating Station #2,509 Bayside Drive,SAINT JOHN,New Brunswick,E2G1B4,,,Steam and Air-Conditioning Supply,Irving Paper Limited,Irving Paper,98457.03
